,Match_id,Unnamed: 0,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22
1034,750669,1661,Sri Lanka,England,male,England in Sri Lanka ODI Series,bat,,6,19,20,10,44,1,0,1,-,-,-,90,108,-,-,-,36,49,6,26,0,22,31,3,16,0,62,47,-,-,-,15,22,-,-,-,6,6,2,19,0,6,9,9,52,1,1,2,10,32,2,1,4,9.4,58,0,16,21,10,62,3,31,39,-,-,-,86,104,-,-,-,44,49,-,-,-,51,60,6,21,0,19,20,-,-,-,-,-,6,27,1,-,-,2,18,0,-,-,10,36,3,-,-,7,39,0,-,-,9,55,3,MM Ali,AD Hales,JWA Taylor,JE Root,RS Bopara,EJG Morgan,JC Buttler,BA Stokes,CR Woakes,CJ Jordan,ST Finn,TM Dilshan,MDKJ Perera,KC Sangakkara,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,KTGD Prasad,NLTC Perera,HMRKB Herath,BMAJ Mendis,BAW Mendis
1035,754723,1664,Australia,South Africa,male,South Africa in Australia ODI Series,field,32,,46,47,-,-,-,35,37,-,-,-,11,20,-,-,-,13,26,6,47,1,70,73,-,-,-,10,15,7,49,0,35,40,-,-,-,29,19,5.1,32,1,13,7,10,33,2,9,7,10,48,4,-,-,10,48,2,8,13,-,-,-,2,7,-,-,-,31,42,-,-,-,20,22,1,5,0,80,76,-,-,-,65,65,-,-,-,0,2,9,57,0,1,5,10,41,4,6,12,10,60,2,22,21,10,54,1,22,22,10,54,1,DA Warner,AJ Finch,MJ Clarke,SR Watson,GJ Bailey,MR Marsh,MS Wade,GJ Maxwell,MG Johnson,NM Coulter-Nile,JR Hazlewood,HM Amla,Q de Kock,F du Plessis,F Behardien,AB de Villiers,DA Miller,R McLaren,VD Philander,DW Steyn,M Morkel,Imran Tahir
1036,754725,1665,Australia,South Africa,male,South Africa in Australia ODI Series,bat,,3,0,5,-,-,-,11,26,-,-,-,8,14,-,-,-,10,19,-,-,-,25,44,-,-,-,67,86,1,3,0,19,28,-,-,-,0,2,3,13,1,3,7,8,38,1,2,10,6,52,0,0,4,9.4,31,5,4,8,-,-,-,10,22,-,-,-,19,39,-,-,-,30,25,-,-,-,48,40,-,-,-,0,1,8,39,1,22,26,-,-,-,0,1,9,16,1,4,3,7.5,34,3,-,-,8,19,5,-,-,9,37,0,DA Warner,SR Watson,AJ Finch,SPD Smith,GJ Bailey,MR Marsh,MS Wade,GJ Maxwell,MG Johnson,NM Coulter-Nile,JR Hazlewood,Q de Kock,HM Amla,F du Plessis,RR Rossouw,AB de Villiers,F Behardien,DA Miller,VD Philander,DW Steyn,M Morkel,Imran Tahir
1037,754727,1666,Australia,South Africa,male,South Africa in Australia ODI Series,bat,73,,109,124,-,-,-,53,49,-,-,-,40,38,6,47,0,73,54,-,-,-,12,15,-,-,-,22,13,7,40,1,8,6,-,-,-,-,-,8,31,4,-,-,9.3,50,3,-,-,8,49,1,-,-,6,31,0,102,114,-,-,-,47,52,-,-,-,17,20,-,-,-,2,5,-,-,-,52,34,6,42,1,12,10,8,39,1,3,6,-,-,-,1,12,10,67,1,12,6,10,52,0,0,4,10,77,2,-,-,6,40,0,AJ Finch,DA Warner,SR Watson,SPD Smith,GJ Bailey,MR Marsh,MS Wade,MA Starc,JR Hazlewood,KW Richardson,XJ Doherty,HM Amla,Q de Kock,F du Plessis,RR Rossouw,AB de Villiers,F Behardien,DA Miller,VD Philander,DW Steyn,M Morkel,Imran Tahir
1038,754729,1667,Australia,South Africa,male,South Africa in Australia ODI Series,bat,,3,17,36,-,-,-,18,20,-,-,-,28,37,-,-,-,91,87,-,-,-,45,61,-,-,-,22,22,3,12,0,13,14,10,61,1,11,12,8,43,1,3,2,9,48,2,0,3,9,47,2,-,-,10,43,1,22,37,-,-,-,4,8,-,-,-,19,25,5,25,0,104,110,3,27,0,16,29,-,-,-,2,4,9,43,1,52,58,-,-,-,34,18,10,45,3,1,1,10,56,2,-,-,10,37,1,-,-,3,15,1,Q de Kock,HM Amla,F du Plessis,AB de Villiers,DA Miller,F Behardien,R McLaren,RJ Peterson,WD Parnell,DW Steyn,KJ Abbott,AJ Finch,DA Warner,SR Watson,SPD Smith,GJ Bailey,GJ Maxwell,MS Wade,JP Faulkner,PJ Cummins,MA Starc,NM Coulter-Nile
1039,754731,1668,Australia,South Africa,male,South Africa in Australia ODI Series,bat,,2,18,28,-,-,-,107,121,-,-,-,51,71,-,-,-,2,3,-,-,-,5,11,-,-,-,63,41,5,20,0,18,20,9,54,1,1,2,7,38,0,-,-,10,68,2,-,-,10,55,1,-,-,6.1,32,4,21,16,-,-,-,76,65,-,-,-,82,93,1,10,0,67,73,5,17,1,7,10,8,30,1,4,7,-,-,-,3,6,-,-,-,6,5,8,50,1,0,4,9,50,3,1,4,10,56,0,-,-,9,52,0,HM Amla,Q de Kock,RR Rossouw,F du Plessis,DA Miller,F Behardien,WD Parnell,R McLaren,M Morkel,KJ Abbott,RJ Peterson,DA Warner,AJ Finch,SR Watson,SPD Smith,GJ Maxwell,GJ Bailey,MS Wade,JP Faulkner,PJ Cummins,MA Starc,JR Hazlewood
1040,754749,1669,Australia,India,male,Carlton Mid One-Day International Tri-Series,bat,,4,138,139,-,-,-,2,4,-,-,-,12,21,-,-,-,9,16,-,-,-,51,62,2,22,0,19,31,-,-,-,0,2,10,44,1,14,17,9,54,1,0,1,10,41,1,2,3,9,43,1,-,-,10,51,2,96,126,-,-,-,24,22,-,-,-,41,39,8,31,0,47,51,-,-,-,20,23,2,14,0,5,11,-,-,-,13,11,-,-,-,9,8,10,60,1,-,-,10,39,6,-,-,10,50,0,-,-,10,53,1,RG Sharma,S Dhawan,AM Rahane,V Kohli,SK Raina,MS Dhoni,AR Patel,R Ashwin,B Kumar,Mohammed Shami,UT Yadav,AJ Finch,DA Warner,SR Watson,SPD Smith,GJ Maxwell,GJ Bailey,BJ Haddin,JP Faulkner,MA Starc,PJ Cummins,GS Sandhu
1041,754751,1670,Australia,England,male,Carlton Mid One-Day International Tri-Series,bat,,3,0,1,-,-,-,0,2,-,-,-,5,15,-,-,-,22,20,9,44,1,121,134,-,-,-,13,17,2,13,0,28,60,-,-,-,8,13,8,40,4,17,20,6,33,1,0,1,8,48,0,-,-,6.5,49,1,127,111,-,-,-,15,17,-,-,-,16,20,4,22,0,37,46,-,-,-,10,25,-,-,-,0,2,6,37,1,16,8,-,-,-,6,4,10,42,3,-,-,8.5,41,4,-,-,9,36,1,-,-,10,36,1,IR Bell,JWA Taylor,JE Root,MM Ali,EJG Morgan,RS Bopara,JC Buttler,CR Woakes,CJ Jordan,ST Finn,SCJ Broad,DA Warner,AJ Finch,SR Watson,SPD Smith,GJ Bailey,GJ Maxwell,BJ Haddin,JP Faulkner,MA Starc,PJ Cummins,XJ Doherty
1042,754755,1672,Australia,England,male,Carlton Mid One-Day International Tri-Series,field,,3,46,48,10,49,2,141,123,-,-,-,5,14,-,-,-,69,69,-,-,-,0,1,-,-,-,25,23,-,-,-,7,15,1,11,0,0,1,9.5,57,3,0,1,9,61,0,-,-,10,55,0,-,-,10,65,2,32,31,-,-,-,45,46,-,-,-,102,95,-,-,-,0,2,-,-,-,37,38,3,22,0,35,43,10,56,1,42,29,-,-,-,4,11,7,34,1,1,1,10,59,3,-,-,10,73,1,-,-,10,49,2,MM Ali,IR Bell,JWA Taylor,JE Root,EJG Morgan,JC Buttler,RS Bopara,CR Woakes,SCJ Broad,JM Anderson,ST Finn,AJ Finch,SE Marsh,SPD Smith,CL White,GJ Maxwell,JP Faulkner,BJ Haddin,MC Henriques,MA Starc,PJ Cummins,GS Sandhu
1043,754759,1674,England,India,male,Carlton Mid One-Day International Tri-Series,field,,3,73,100,-,-,-,38,64,-,-,-,8,19,-,-,-,1,5,-,-,-,12,17,-,-,-,17,32,-,-,-,7,12,8,30,3,5,9,10,61,0,1,5,10,39,1,7,6,10,36,2,25,18,9,26,1,10,13,-,-,-,17,34,10,35,2,82,122,-,-,-,3,2,-,-,-,2,13,-,-,-,4,6,-,-,-,67,78,-,-,-,4,8,9.2,44,2,3,5,10,56,2,-,-,9,23,1,-,-,10,36,3,AM Rahane,S Dhawan,V Kohli,SK Raina,AT Rayudu,MS Dhoni,STR Binny,RA Jadeja,AR Patel,MM Sharma,Mohammed Shami,IR Bell,MM Ali,JWA Taylor,JE Root,EJG Morgan,RS Bopara,JC Buttler,CR Woakes,SCJ Broad,JM Anderson,ST Finn
1044,754809,1676,Australia,West Indies,female,West Indies Women in Australia ODI Series,field,,3,14,12,-,-,-,55,85,3,15,0,95,102,8.4,44,2,24,38,7,34,0,5,21,-,-,-,14,20,-,-,-,2,3,8,38,2,0,2,10,39,2,8,9,5,17,1,7,4,4,24,0,-,-,4,22,0,4,9,-,-,-,59,75,-,-,-,95,105,-,-,-,53,72,10,51,0,2,11,-,-,-,14,11,-,-,-,3,5,7,26,1,3,4,10,43,3,0,1,7,41,1,-,-,10,30,2,-,-,6,33,1,Kycia A Knight,HK Matthews,SR Taylor,DJS Dottin,MR Aguilleira,SA Campbelle,SF Daley,A Mohammed,TD Smartt,SC Selman,SS Connell,EJ Villani,NE Bolton,MM Lanning,EA Perry,AJ Blackwell,AJ Healy,JL Jonassen,EA Osborne,RM Farrell,KM Beams,ML Schutt
1045,754811,1677,Australia,West Indies,female,West Indies Women in Australia ODI Series,bat,53,,76,91,-,-,-,30,43,-,-,-,22,24,-,-,-,72,74,10,42,3,16,30,-,-,-,1,4,-,-,-,2,7,8,27,1,3,7,10,38,2,14,13,7,27,1,5,5,9,30,1,-,-,6,29,0,45,67,-,-,-,89,108,10,42,3,3,14,8,40,6,3,17,-,-,-,23,40,-,-,-,2,8,8,43,0,25,21,-,-,-,0,3,9,27,0,1,16,10,63,1,2,5,2,11,0,-,-,3,15,0,NE Bolton,EJ Villani,MM Lanning,EA Perry,AJ Blackwell,AJ Healy,JL Jonassen,EA Osborne,RM Farrell,KM Beams,ML Schutt,Kycia A Knight,HK Matthews,DJS Dottin,MR Aguilleira,SA Campbelle,SF Daley,B Cooper,TD Smartt,A Mohammed,SS Connell,SL Munroe
1046,754815,1679,Australia,West Indies,female,West Indies Women in Australia ODI Series,bat,148,,28,51,-,-,-,16,48,-,-,-,84,78,-,-,-,9,18,-,-,-,74,73,5.5,21,3,1,2,-,-,-,38,25,4,14,1,-,-,7,40,1,-,-,2,8,0,-,-,2,23,0,-,-,4,18,4,6,3,-,-,-,37,43,6,33,0,33,47,-,-,-,27,14,9,44,0,5,9,8,25,1,1,7,1,11,0,3,9,-,-,-,12,12,7,43,2,0,4,4,27,0,-,-,10,43,1,-,-,5,24,1,NE Bolton,EJ Villani,MM Lanning,JE Cameron,EA Perry,AJ Healy,JL Jonassen,JL Hunter,EA Osborne,KM Beams,ML Schutt,Kycia A Knight,HK Matthews,B Cooper,DJS Dottin,SR Taylor,SL Quintyne,MR Aguilleira,A Mohammed,SS Connell,SL Munroe,SC Selman
1047,756039,1681,Zimbabwe,Afghanistan,male,Afghanistan in Zimbabwe ODI Series,field,,2,84,91,1,6,0,11,25,5,41,2,53,79,-,-,-,49,51,10,33,3,15,21,3,9,1,20,15,-,-,-,13,9,-,-,-,0,1,10,48,2,1,2,4.4,32,0,2,2,10,54,0,-,-,6,33,0,56,56,-,-,-,43,43,3,13,0,0,4,-,-,-,41,69,4,23,0,28,49,-,-,-,42,40,10,56,1,3,10,-,-,-,14,11,10,50,1,24,7,8,46,2,5,8,6,17,0,-,-,10,43,4,H Masakadza,Sikandar Raza,BRM Taylor,SC Williams,MN Waller,E Chigumbura,T Maruma,N M'shangwe,SW Masakadza,T Kamungozi,TL Chatara,Javed Ahmadi,Usman Ghani,Noor Ali Zadran,Samiullah Shenwari,Nasir Jamal,Mohammad Nabi,Shafiqullah,Sharafuddin Ashraf,Dawlat Zadran,Shapoor Zadran,Aftab Alam
1048,756041,1682,Zimbabwe,Afghanistan,male,Afghanistan in Zimbabwe ODI Series,field,100,,7,13,-,-,-,14,18,-,-,-,31,41,-,-,-,39,63,-,-,-,40,60,4,23,0,37,31,5,14,1,56,43,-,-,-,4,8,6,21,2,15,10,7,37,2,3,5,9,27,3,1,2,7,29,2,16,37,5,21,0,9,18,-,-,-,1,3,-,-,-,1,7,9,41,2,0,4,4,20,0,0,2,3,15,0,29,48,-,-,-,64,73,-,-,-,15,19,9,35,2,15,12,10,55,1,1,3,9.1,60,5,Javed Ahmadi,Usman Ghani,Gulbadin Naib,Nasir Jamal,Samiullah Shenwari,Mohammad Nabi,Shafiqullah,Mirwais Ashraf,Dawlat Zadran,Sharafuddin Ashraf,Aftab Alam,Sikandar Raza,RW Chakabva,BRM Taylor,SC Williams,MN Waller,E Chigumbura,T Maruma,R Mutumbami,SW Masakadza,T Panyangara,DT Tiripano
1051,757507,1687,Sri Lanka,South Africa,female,South Africa Women in Sri Lanka ODI Series,field,,4,19,22,-,-,-,26,37,-,-,-,1,5,6,25,1,34,44,-,-,-,29,30,4,24,2,15,13,-,-,-,0,2,-,-,-,8,6,6,34,3,1,1,4,19,0,-,-,4,31,0,-,-,2,6,0,63,70,-,-,-,17,12,-,-,-,26,25,-,-,-,12,25,6,25,0,6,9,5,26,1,0,2,3,26,3,9,6,-,-,-,6,6,-,-,-,-,-,2,15,0,-,-,6,19,1,-,-,5,22,2,L Lee,T Chetty,D van Niekerk,M du Preez,M Kapp,CL Tryon,B Bezuidenhout,S Ismail,Y Fourie,M Daniels,MM Letsoalo,AC Jayangani,PM Weerakkody,BYA Mendis,HASD Siriwardene,LE Kaushalya,KADA Kanchana,GWHM Perera,PRCS Kumarihami,KDU Prabodhani,HAM Samuddika,I Ranaweera
1052,757509,1688,Sri Lanka,South Africa,female,South Africa Women in Sri Lanka ODI Series,field,,5,26,70,-,-,-,5,12,-,-,-,0,4,-,-,-,1,7,8,24,0,11,40,-,-,-,1,6,-,-,-,46,67,1,17,0,14,30,4.5,23,1,11,21,4,12,0,3,1,9,28,2,0,2,8,28,2,18,18,-,-,-,59,81,-,-,-,3,16,-,-,-,12,13,-,-,-,11,22,6.4,15,2,29,54,3,22,0,0,3,4,10,0,-,-,7,13,4,-,-,7,15,2,-,-,10,29,2,-,-,6,14,0,AC Jayangani,PM Weerakkody,PRCS Kumarihami,HASD Siriwardene,GWHM Perera,BYA Mendis,LE Kaushalya,KADA Kanchana,SS Weerakkody,HAM Samuddika,I Ranaweera,L Lee,T Chetty,A Steyn,M du Preez,M Kapp,D van Niekerk,CL Tryon,S Ismail,Y Fourie,MM Letsoalo,A Khaka
1053,760787,1689,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,field,87,,5,15,-,-,-,12,29,-,-,-,31,46,1,11,0,1,9,10,40,2,101,99,10,41,4,65,70,-,-,-,44,24,1,6,0,1,6,6,32,2,1,1,9.1,22,2,-,-,2,15,0,-,-,3,12,0,42,46,1,8,0,15,22,2,19,0,0,2,-,-,-,54,71,-,-,-,9,17,-,-,-,15,28,8,32,0,11,18,4,19,0,7,9,10,64,3,4,9,7,37,1,10,20,10,43,2,12,8,8,39,1,Tamim Iqbal,Anamul Haque,Mominul Haque,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mashrafe Mortaza,Arafat Sunny,Al-Amin Hossain,Rubel Hossain,H Masakadza,Sikandar Raza,V Sibanda,BRM Taylor,RW Chakabva,E Chigumbura,SF Mire,T Panyangara,J Nyumbu,TL Chatara,T Kamungozi
1054,760789,1690,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,bat,68,,76,96,-,-,-,80,109,-,-,-,0,1,8,17,1,27,29,-,-,-,0,2,3,14,0,12,21,2,12,0,6,9,8,32,3,33,23,-,-,-,5,7,6,28,1,-,-,8,43,1,-,-,10,28,4,0,6,-,-,-,16,24,-,-,-,21,15,10,42,1,8,19,-,-,-,50,79,-,-,-,32,53,-,-,-,38,31,-,-,-,8,30,10,49,2,0,8,10,54,0,1,2,10,57,2,0,1,10,37,2,Tamim Iqbal,Anamul Haque,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mahmudullah,Mashrafe Mortaza,Mominul Haque,Rubel Hossain,Al-Amin Hossain,Arafat Sunny,H Masakadza,Sikandar Raza,V Sibanda,BRM Taylor,SF Mire,RW Chakabva,E Chigumbura,T Panyangara,J Nyumbu,TL Chatara,T Kamungozi
1055,760791,1691,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,field,124,,40,60,-,-,-,95,118,-,-,-,15,24,2,7,0,40,32,7,18,1,33,22,-,-,-,33,26,5,26,1,22,12,2,16,0,2,2,7,24,2,-,-,3,14,0,-,-,6,21,2,-,-,8.5,27,4,12,15,5,25,2,9,6,10,64,0,8,16,2,15,0,28,38,-,-,-,12,33,1,11,0,14,37,-,-,-,53,46,3,15,0,2,11,-,-,-,11,24,9,57,1,0,1,10,53,2,4,9,10,40,1,Tamim Iqbal,Anamul Haque,Mominul Haque,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Sabbir Rahman,Mashrafe Mortaza,Shafiul Islam,Rubel Hossain,Arafat Sunny,H Masakadza,V Sibanda,T Maruma,BRM Taylor,SF Mire,RW Chakabva,E Chigumbura,PJ Moor,N Madziva,T Panyangara,T Kamungozi
1056,760793,1692,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,bat,21,,16,33,-,-,-,5,12,-,-,-,5,18,-,-,-,82,112,4,31,0,1,4,10,28,3,77,78,-,-,-,4,9,-,-,-,1,3,10,47,0,39,24,10,33,1,7,5,10,48,2,-,-,6,41,2,28,38,5,30,0,17,27,1,7,0,6,19,1,11,0,63,69,-,-,-,52,53,10,44,3,26,34,-,-,-,4,14,3,17,0,13,24,-,-,-,3,4,10,56,3,16,15,10,37,0,-,-,10,35,2,Tamim Iqbal,Anamul Haque,Imrul Kayes,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Abul Hasan,Mashrafe Mortaza,Rubel Hossain,Jubair Hossain,H Masakadza,V Sibanda,T Maruma,BRM Taylor,SF Mire,RW Chakabva,E Chigumbura,PJ Moor,N Madziva,TL Chatara,T Kamungozi
1057,760795,1693,Bangladesh,Zimbabwe,male,Zimbabwe in Bangladesh ODI Series,bat,,5,52,54,-,-,-,9,14,-,-,-,37,51,-,-,-,9,11,-,-,-,9,16,0.4,9,0,1,9,-,-,-,3,4,-,-,-,0,5,10,45,2,3,6,-,-,-,0,1,10,38,3,2,9,4,21,0,10,15,-,-,-,8,13,-,-,-,20,18,-,-,-,51,52,-,-,-,0,8,7,29,3,11,22,-,-,-,13,16,-,-,-,-,-,5,22,1,-,-,3,22,0,-,-,7,11,4,-,-,8,41,2,H Masakadza,Sikandar Raza,V Sibanda,BRM Taylor,SF Mire,T Maruma,E Chigumbura,T Panyangara,J Nyumbu,TL Chatara,T Kamungozi,Tamim Iqbal,Anamul Haque,Soumya Sarkar,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mashrafe Mortaza,Abul Hasan,Taijul Islam,Jubair Hossain
1058,770121,1695,India,West Indies,male,West Indies in India ODI Series,field,124,,46,45,-,-,-,17,22,6,23,2,28,42,-,-,-,126,114,3,10,2,61,58,-,-,-,2,4,-,-,-,1,2,4,18,1,10,6,5,23,1,-,-,8,45,3,-,-,10,47,1,-,-,5,16,0,24,22,-,-,-,68,92,-,-,-,2,5,-,-,-,13,21,-,-,-,0,2,2,14,0,8,21,-,-,-,33,35,10,48,1,2,10,10,37,0,5,13,10,71,1,8,7,9,60,0,19,17,9,61,4,DR Smith,DJ Bravo,DM Bravo,MN Samuels,D Ramdin,KA Pollard,AD Russell,DJG Sammy,R Rampaul,JE Taylor,SJ Benn,AM Rahane,S Dhawan,V Kohli,AT Rayudu,SK Raina,MS Dhoni,RA Jadeja,B Kumar,A Mishra,MM Sharma,Mohammed Shami
1059,770123,1696,India,West Indies,male,West Indies in India ODI Series,bat,48,,12,27,-,-,-,1,9,-,-,-,32,54,-,-,-,62,78,2,20,0,62,60,-,-,-,51,39,-,-,-,6,16,9,43,3,18,14,7,32,0,1,1,9.3,36,4,-,-,9,42,1,-,-,10,40,2,97,97,-,-,-,26,44,-,-,-,40,50,2,10,0,16,38,5,21,0,3,7,-,-,-,10,15,8,50,1,4,5,3,12,0,1,3,4,14,1,16,13,8,44,1,0,3,10,52,3,0,3,10,42,1,AM Rahane,S Dhawan,AT Rayudu,V Kohli,SK Raina,MS Dhoni,RA Jadeja,B Kumar,Mohammed Shami,UT Yadav,A Mishra,DR Smith,DM Bravo,KA Pollard,MN Samuels,D Ramdin,DJ Bravo,AD Russell,DJG Sammy,R Rampaul,JE Taylor,SJ Benn
1060,770127,1697,India,West Indies,male,West Indies in India ODI Series,field,59,,68,79,-,-,-,35,33,-,-,-,127,114,1,14,0,71,57,-,-,-,6,5,-,-,-,2,2,9,79,2,12,7,-,-,-,-,-,10,22,2,-,-,9,43,2,-,-,9.1,69,2,-,-,10,25,2,0,11,-,-,-,40,49,-,-,-,6,30,1,12,0,112,104,10,54,0,9,21,-,-,-,0,2,6,49,0,16,21,-,-,-,46,23,7,47,1,11,8,9,52,2,11,10,9,77,2,1,4,8,30,1,AM Rahane,S Dhawan,V Kohli,SK Raina,MS Dhoni,RA Jadeja,AT Rayudu,B Kumar,UT Yadav,Mohammed Shami,AR Patel,DR Smith,DM Bravo,KA Pollard,MN Samuels,D Ramdin,DJ Bravo,DJG Sammy,AD Russell,JO Holder,JE Taylor,SJ Benn
1069,792289,1717,India,Sri Lanka,male,Sri Lanka in India ODI Series,field,169,,111,104,-,-,-,113,105,-,-,-,52,34,5,19,1,22,21,1,6,0,27,19,-,-,-,10,8,-,-,-,14,4,6,24,2,-,-,6.2,22,2,-,-,5,22,0,-,-,8,31,4,-,-,9,52,1,28,51,-,-,-,18,22,3,19,0,13,13,-,-,-,43,36,-,-,-,5,13,6,47,0,23,32,4,32,0,12,21,2,11,1,29,26,7,50,0,5,7,10,76,3,0,4,9,59,0,0,7,9,55,1,AM Rahane,S Dhawan,SK Raina,V Kohli,AT Rayudu,WP Saha,AR Patel,UT Yadav,VR Aaron,I Sharma,R Ashwin,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,S Prasanna,AD Mathews,SMA Priyanjan,NLTC Perera,S Randiv,KTGD Prasad,PLS Gamage
1070,792293,1719,India,Sri Lanka,male,Sri Lanka in India ODI Series,bat,,6,4,6,-,-,-,53,79,4,10,2,0,1,-,-,-,118,121,-,-,-,10,14,3,14,0,2,8,2.1,8,0,2,7,5,45,0,1,4,7,32,1,29,31,9,43,0,7,12,8,37,1,0,4,6,45,0,31,47,-,-,-,91,79,-,-,-,35,45,3,15,1,53,61,-,-,-,18,21,3,15,0,6,10,-,-,-,-,-,9,47,4,-,-,9.3,53,1,-,-,4,14,0,-,-,10,39,3,-,-,10,43,1,MDKJ Perera,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,SMA Priyanjan,PC de Silva,NLTC Perera,S Prasanna,KMDN Kulasekara,PLS Gamage,AM Rahane,S Dhawan,AT Rayudu,V Kohli,SK Raina,WP Saha,UT Yadav,DS Kulkarni,I Sharma,AR Patel,R Ashwin
1071,792295,1720,India,Sri Lanka,male,Sri Lanka in India ODI Series,bat,153,,28,24,-,-,-,264,172,-,-,-,8,19,-,-,-,66,64,-,-,-,11,5,1,3,0,16,16,-,-,-,-,-,8,35,2,-,-,8,54,2,-,-,10,34,4,-,-,9,64,0,-,-,7.1,45,2,0,3,-,-,-,34,33,1,10,0,9,13,-,-,-,2,5,-,-,-,75,68,8,41,3,59,68,-,-,-,29,29,5,42,0,11,9,10,70,0,0,2,9,89,1,12,15,10,73,1,4,12,7,68,0,AM Rahane,RG Sharma,AT Rayudu,V Kohli,SK Raina,RV Uthappa,UT Yadav,STR Binny,DS Kulkarni,KV Sharma,AR Patel,MDKJ Perera,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,NLTC Perera,S Prasanna,KMDN Kulasekara,RMS Eranga,BAW Mendis
1072,792297,1721,India,Sri Lanka,male,Sri Lanka in India ODI Series,bat,,3,4,9,-,-,-,35,24,8,44,0,5,31,-,-,-,32,33,-,-,-,139,115,7,33,2,52,76,-,-,-,6,5,3,19,0,0,3,10,41,0,0,1,9.4,73,4,-,-,4,24,0,-,-,7,43,1,2,10,-,-,-,9,12,-,-,-,59,69,4,33,0,139,125,-,-,-,19,21,-,-,-,20,24,-,-,-,12,15,8,28,1,0,1,10,56,2,17,14,10,45,2,-,-,8,50,3,-,-,10,61,0,N Dickwella,TM Dilshan,LD Chandimal,DPMD Jayawardene,AD Mathews,HDRL Thirimanne,NLTC Perera,S Prasanna,BAW Mendis,PLS Gamage,RMS Eranga,AM Rahane,RG Sharma,AT Rayudu,V Kohli,RV Uthappa,KM Jadhav,STR Binny,R Ashwin,AR Patel,DS Kulkarni,KV Sharma
1074,798369,1723,England,Australia,female,Women's Ashes,bat,,4,18,26,-,-,-,5,17,7,31,0,6,18,-,-,-,78,96,8,32,1,58,84,-,-,-,23,22,-,-,-,29,23,-,-,-,1,2,6.4,36,3,7,5,9,36,1,1,4,8,50,1,1,1,7,38,0,15,27,-,-,-,12,27,10,42,2,30,28,-,-,-,15,22,-,-,-,53,68,-,-,-,66,73,3,22,0,25,20,-,-,-,7,5,10,47,4,-,-,10,39,1,-,-,7,30,1,-,-,10,47,1,EJ Villani,JL Jonassen,MM Lanning,EA Perry,AJ Blackwell,JE Cameron,AJ Healy,EA Osborne,SJ Coyte,KM Beams,HL Ferling,CM Edwards,HC Knight,SJ Taylor,AE Jones,LS Greenway,NR Sciver,GA Elwiss,KH Brunt,A Shrubsole,KL Cross,RL Grundy
